,summary,summary_detail,id,guidislink,links,link,published,published_parsed,title,title_detail
10,(Bloomberg) -- A push in Congress to regulate digital app stores has pitted Apple Inc. and Alphabet Inc. against Microsoft Corp. and others in a showdown of some of the nation’s biggest technology companies.Most Read from BloombergPutin Vows to Rid Russia of ‘Traitors’ While Waging Ukraine WarRichest Russian Built NYC Power Over Decades and Lost It in WeeksU.S. Is Sending Dive-Bombing Switchblade Drones to UkraineShock Waves From War in Ukraine Threaten to Swamp Sri LankaUkraine Update: U.S. Hou,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': '(Bloomberg) -- A push in Congress to regulate digital app stores has pitted Apple Inc. and Alphabet Inc. against Microsoft Corp. and others in a showdown of some of the nation’s biggest technology companies.Most Read from BloombergPutin Vows to Rid Russia of ‘Traitors’ While Waging Ukraine WarRichest Russian Built NYC Power Over Decades and Lost It in WeeksU.S. Is Sending Dive-Bombing Switchblade Drones to UkraineShock Waves From War in Ukraine Threaten to Swamp Sri LankaUkraine Update: U.S. Hou'}",74028226-8cf7-3c87-8023-83e501b755f9,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/news/apple-google-brawling-peers-over-130008223.html?.tsrc=rss'}]",https://finance.yahoo.com/news/apple-google-brawling-peers-over-130008223.html?.tsrc=rss,"Thu, 17 Mar 2022 13:00:08 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=17, tm_hour=13, tm_min=0, tm_sec=8, tm_wday=3, tm_yday=76, tm_isdst=0)",Apple and Google Are Brawling With Peers Over Future of the App Store,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Apple and\xa0Google Are Brawling With Peers Over Future of the App Store'}"
11,"Amazon (NASDAQ: AMZN) surprised investors earlier this month when it announced a 20-for-1 stock split.  In fact, the share price would be below Meta Platforms' (NASDAQ: FB) current stock price of around $200 today.  Ahead of Amazon's stock split and considering that Meta Platforms' shares have crashed recently, it's a good time for investors to take a look at the two tech companies' stocks to consider if either of them looks attractive.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': ""Amazon (NASDAQ: AMZN) surprised investors earlier this month when it announced a 20-for-1 stock split.  In fact, the share price would be below Meta Platforms' (NASDAQ: FB) current stock price of around $200 today.  Ahead of Amazon's stock split\xa0and considering that Meta Platforms' shares have crashed recently, it's a good time for investors to take a look at the two tech companies' stocks to consider if either of them looks attractive.""}",4ead4738-cfd9-3621-b3a5-6c618e7dc53f,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/m/4ead4738-cfd9-3621-b3a5-6c618e7dc53f/amazon-vs.-meta-platforms%3A.html?.tsrc=rss'}]",https://finance.yahoo.com/m/4ead4738-cfd9-3621-b3a5-6c618e7dc53f/amazon-vs.-meta-platforms%3A.html?.tsrc=rss,"Thu, 17 Mar 2022 11:41:00 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=17, tm_hour=11, tm_min=41, tm_sec=0, tm_wday=3, tm_yday=76, tm_isdst=0)",Amazon vs. Meta Platforms: Which Stock Is a Better Buy Now?,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Amazon vs. Meta Platforms: Which Stock Is a Better Buy Now?'}"
12,"Perhaps no company has gotten more attention in the metaverse than Facebook-parent Meta Platforms (NASDAQ: FB).  After all, Facebook renamed itself Meta to signal its reinvention as a company focused on both social media and the metaverse, and the company also reformulated its financial reporting to break out reality labs, its division focused on virtual-reality and augmented-reality technology.  Along the way, the metaverse has become a favorite talking point of Meta CEO Mark Zuckerberg, who has devoted a substantial amount of time on earnings calls to explain his vision of the metaverse and how it fits in with Meta's broader business model.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': ""Perhaps no company has gotten more attention in the metaverse than Facebook-parent\xa0Meta Platforms\xa0(NASDAQ: FB).  After all, Facebook renamed itself Meta to signal its reinvention as a company focused on both social media and the metaverse, and the company also reformulated its financial reporting to break out reality labs, its division focused on virtual-reality and augmented-reality technology.  Along the way, the metaverse has become a favorite talking point of Meta CEO Mark Zuckerberg, who has devoted a substantial amount of time on earnings calls to explain his vision of the metaverse and how it fits in with Meta's broader business model.""}",935df2d0-5b22-37e1-830d-5dcd9b1118cc,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/m/935df2d0-5b22-37e1-830d-5dcd9b1118cc/why-microsoft-has-an-edge.html?.tsrc=rss'}]",https://finance.yahoo.com/m/935df2d0-5b22-37e1-830d-5dcd9b1118cc/why-microsoft-has-an-edge.html?.tsrc=rss,"Thu, 17 Mar 2022 11:10:00 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=17, tm_hour=11, tm_min=10, tm_sec=0, tm_wday=3, tm_yday=76, tm_isdst=0)",Why Microsoft Has an Edge Over Facebook in the Metaverse,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Why Microsoft Has an Edge Over Facebook in the Metaverse'}"
13,(Bloomberg Law) -- President Joe Biden’s cryptocurrency executive order put the nation’s two federal consumer protection regulators front and center in regulating digital money.Most Read from BloombergPutin Vows to Rid Russia of ‘Traitors’ While Waging Ukraine WarRichest Russian Built NYC Power Over Decades and Lost It in WeeksShock Waves From War in Ukraine Threaten to Swamp Sri LankaU.S. Is Sending Dive-Bombing Switchblade Drones to UkraineSmoke From Huge Walmart Fire Could Be Seen From SpaceT,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': '(Bloomberg Law) -- President Joe Biden’s cryptocurrency executive order put the nation’s two federal consumer protection regulators front and center in regulating digital money.Most Read from BloombergPutin Vows to Rid Russia of ‘Traitors’ While Waging Ukraine WarRichest Russian Built NYC Power Over Decades and Lost It in WeeksShock Waves From War in Ukraine Threaten to Swamp Sri LankaU.S. Is Sending Dive-Bombing Switchblade Drones to UkraineSmoke From Huge Walmart Fire Could Be Seen From SpaceT'}",25da3da7-868f-3f9c-9354-44c27214a905,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/news/crypto-gets-u-oversight-agencies-100137992.html?.tsrc=rss'}]",https://finance.yahoo.com/news/crypto-gets-u-oversight-agencies-100137992.html?.tsrc=rss,"Thu, 17 Mar 2022 10:01:37 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=17, tm_hour=10, tm_min=1, tm_sec=37, tm_wday=3, tm_yday=76, tm_isdst=0)",Crypto Gets New U.S. Oversight at Agencies That Once Held Back,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Crypto Gets New U.S. Oversight at Agencies That Once Held Back'}"
14,"Volodymyr Zelensky quickly responds in separate video, tells Russian forces to give up instead","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Volodymyr Zelensky quickly responds in separate video, tells Russian forces to give up instead'}",7eb08754-c55b-31b5-a698-99f7a7caf2d0,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.independent.co.uk/tech/facebook-deepfake-ukraine-zelensky-russia-b2037766.html?.tsrc=rss'}]",https://www.independent.co.uk/tech/facebook-deepfake-ukraine-zelensky-russia-b2037766.html?.tsrc=rss,"Thu, 17 Mar 2022 05:33:39 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=17, tm_hour=5, tm_min=33, tm_sec=39, tm_wday=3, tm_yday=76, tm_isdst=0)",Facebook removes ‘deepfake’ video of Ukrainian president that called on country’s forces to surrender,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Facebook removes ‘deepfake’ video of Ukrainian president that called on country’s forces to surrender'}"
15,"Yes, Instagram will jump on NFTs. No, Meta’s not building a closed-off metaverse. And fashion is very important to the whole thing.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Yes, Instagram will jump on NFTs. No, Meta’s not building a closed-off metaverse. And fashion is very important to the whole thing.'}",e97b0fb2-b496-30fa-ba8a-6ef936f8c0de,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://wwd.com/business-news/technology/wwdownload-meta-zuckerberg-metaverse-sxsw-1235136093/?.tsrc=rss'}]",https://wwd.com/business-news/technology/wwdownload-meta-zuckerberg-metaverse-sxsw-1235136093/?.tsrc=rss,"Wed, 16 Mar 2022 23:08:02 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=16, tm_hour=23, tm_min=8, tm_sec=2, tm_wday=2, tm_yday=75, tm_isdst=0)",WWDownload: 10 Takeaways From Zuck’s SXSW Drive-by,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'WWDownload: 10 Takeaways From Zuck’s SXSW\xa0Drive-by'}"
16,Long-awaited legislation on harms from fraud to child abuse will create some of world’s toughest web restrictions,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Long-awaited legislation on harms from fraud to child abuse will create some of world’s toughest web restrictions'}",d9e86d08-4d1a-3eb9-8951-ba5c41ebccb2,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/m/d9e86d08-4d1a-3eb9-8951-ba5c41ebccb2/details-of-uk-online-safety.html?.tsrc=rss'}]",https://finance.yahoo.com/m/d9e86d08-4d1a-3eb9-8951-ba5c41ebccb2/details-of-uk-online-safety.html?.tsrc=rss,"Wed, 16 Mar 2022 22:30:08 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=16, tm_hour=22, tm_min=30, tm_sec=8, tm_wday=2, tm_yday=75, tm_isdst=0)",Details of UK online safety bill to be unveiled in bid to take on Big Tech,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Details of UK online safety bill to be unveiled in bid to take on Big Tech'}"
17,"Facebook on Wednesday removed official Russian posts that falsely claimed reports of Russia bombing a children's hospital in Ukraine were a hoax, a company spokesperson said, even as similar messages appeared on other social media platforms.  The misinformation, on Russian Embassy Twitter, Facebook and Telegram accounts, circulated even after Twitter Inc and Meta Platform's Facebook took down posts from the Russian Embassy in the United Kingdom for breaking their rules against denying violent events, an Israeli watchdog found..","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': ""Facebook on Wednesday removed official Russian posts that falsely claimed reports of Russia bombing a children's hospital in Ukraine were a hoax, a company spokesperson said, even as similar messages appeared on other social media platforms.  The misinformation, on Russian Embassy Twitter, Facebook and Telegram accounts, circulated even after Twitter Inc and Meta Platform's Facebook took down posts from the Russian Embassy in the United Kingdom for breaking their rules against denying violent events, an Israeli watchdog found..""}",ec1c97c2-b7e9-3f02-a72e-4b0c84f7e679,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/news/exclusive-facebook-removes-more-russia-210352028.html?.tsrc=rss'}]",https://finance.yahoo.com/news/exclusive-facebook-removes-more-russia-210352028.html?.tsrc=rss,"Wed, 16 Mar 2022 21:03:52 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=16, tm_hour=21, tm_min=3, tm_sec=52, tm_wday=2, tm_yday=75, tm_isdst=0)",Exclusive-Facebook removes more Russia posts claiming children's hospital bombing a hoax,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': ""Exclusive-Facebook removes more Russia posts claiming children's hospital bombing a hoax""}"
18,"Maybe Meta Platform Inc.'s abandoned cryptocurrency efforts weren't entirely a waste of time.  After leaving the social networking giant in December, a pair of veterans of its digital currency effort launched a blockchain technology startup called Aptos Labs.  Mo Shaikh and Avery Chang, the CEO and chief technology officer, respectively, of the Palo Alto startup left Meta because it wasn't making progress on its cryptocurrency project, Shaikh told Bloomberg.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': ""Maybe Meta Platform Inc.'s abandoned cryptocurrency efforts weren't entirely a waste of time.  After leaving the social networking giant in December, a pair of veterans of its digital currency effort launched a blockchain technology startup called Aptos Labs.  Mo Shaikh and Avery Chang, the CEO and chief technology officer, respectively, of the Palo Alto startup left Meta because it wasn't making progress on its cryptocurrency project, Shaikh told Bloomberg.""}",ba373b5d-5f51-38df-a699-da2d32475b34,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/m/ba373b5d-5f51-38df-a699-da2d32475b34/a-4-month-old-cryptocurrency.html?.tsrc=rss'}]",https://finance.yahoo.com/m/ba373b5d-5f51-38df-a699-da2d32475b34/a-4-month-old-cryptocurrency.html?.tsrc=rss,"Wed, 16 Mar 2022 18:50:48 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=16, tm_hour=18, tm_min=50, tm_sec=48, tm_wday=2, tm_yday=75, tm_isdst=0)",A 4-month-old cryptocurrency startup is now worth more than $1B after raising a $200M round,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'A 4-month-old cryptocurrency startup is now worth more than $1B after raising a $200M round'}"
19,"Roblox stock is one of the hottest metaverse stocks, but plunged after its latest earnings report. Is RBLX stock a buy right now?","{'type': 'text/html', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Roblox stock is one of the hottest metaverse stocks, but plunged after its latest earnings report. Is RBLX stock a buy right now?'}",08561c49-1aed-38af-b580-d344931bf917,False,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://finance.yahoo.com/m/08561c49-1aed-38af-b580-d344931bf917/is-roblox-stock-a-buy-right.html?.tsrc=rss'}]",https://finance.yahoo.com/m/08561c49-1aed-38af-b580-d344931bf917/is-roblox-stock-a-buy-right.html?.tsrc=rss,"Wed, 16 Mar 2022 18:06:48 +0000","time.struct_time(tm_year=2022, tm_mon=3, tm_mday=16, tm_hour=18, tm_min=6, tm_sec=48, tm_wday=2, tm_yday=75, tm_isdst=0)",Is Roblox Stock A Buy Right Now After Hitting All-Time Lows?,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.finance.yahoo.com/rss/2.0/headline?s=FB&region=US&lang=en-US', 'value': 'Is Roblox Stock A Buy Right Now After Hitting All-Time Lows?'}"
